MSSubClass	LotFrontage	LotArea	OverallQual	OverallCond	YearBuilt	YearRemodAdd	BsmtFinSF1	BsmtUnfSF	TotalBsmtSF	1stFlrSF	GrLivArea	FullBath	BedroomAbvGr	TotRmsAbvGrd	GarageYrBlt	GarageCars	GarageArea	OpenPorchSF	YrSold	SalePrice
120	44	6371	7	5	2009	2010	733	625	1358	1358	1358	2	2	6	2010	2	484	35	2010	224000
60	72	7226	7	5	2003	2003	0	798	798	798	1640	2	3	6	2003	2	595	45	2008	183000
20	60	6000	4	4	1953	1953	0	936	936	936	936	1	2	4	1974	2	576	32	2009	93000
60	NA	12394	7	5	2003	2003	0	847	847	847	1733	2	3	7	2003	2	433	48	2007	225000
50	60	9900	6	7	1940	1950	0	778	778	944	1489	2	3	7	1940	1	240	0	2009	139500
20	81	11216	8	5	2006	2006	0	1489	1489	1489	1489	2	3	7	2006	2	776	140	2006	232600
20	114	14803	10	5	2007	2008	1636	442	2078	2084	2084	2	2	7	2007	3	1220	45	2008	385000
45	50	6130	5	6	1924	1950	784	0	784	784	784	1	2	5	NA	0	0	0	2008	109500
20	65	8529	7	5	2001	2001	20	1434	1454	1434	1434	2	3	6	2001	2	527	39	2009	189000
60	NA	28698	5	5	1967	1967	249	0	1013	1160	2126	2	3	7	1967	2	538	0	2009	185000
160	24	2544	7	5	2005	2005	0	600	600	520	1223	2	2	4	2005	2	480	166	2006	147400
20	80	11900	6	5	1957	1957	1040	352	1392	1392	1392	1	3	6	1957	2	458	0	2008	166000
160	30	3180	7	5	2005	2005	0	600	600	520	1200	2	2	4	2005	2	480	166	2006	151000
60	44	9548	7	6	2003	2003	483	458	941	941	1829	2	3	7	2003	2	613	39	2010	237000
20	100	10004	6	6	1964	1964	196	975	1516	1516	1516	1	3	6	1964	2	472	0	2009	167000
20	75	7875	5	6	1961	1961	572	572	1144	1144	1144	1	3	6	1961	2	456	0	2008	139950
20	60	9600	4	7	1950	1995	442	625	1067	1067	1067	2	2	4	1996	2	436	0	2010	128000
30	90	8100	5	6	1948	1973	338	1221	1559	1559	1559	1	2	5	1948	2	812	116	2007	153500
160	21	1680	6	5	1973	1973	330	153	483	483	987	1	2	5	1973	1	264	0	2008	100000
20	75	9525	5	6	1995	2006	0	1099	1099	1099	1099	1	3	6	1999	1	352	0	2008	144000
50	70	11767	5	6	1946	1995	352	416	768	768	1200	1	3	6	1946	1	240	0	2008	130500
70	NA	12155	6	8	1925	1950	156	516	672	810	1482	2	4	7	1934	1	400	0	2008	140000
70	60	10440	5	8	1904	2002	0	650	650	958	1539	2	3	8	1983	2	686	78	2008	157500
80	82	9020	6	7	1966	1966	312	276	1127	1165	1165	1	3	6	1966	2	490	129	2008	174900
90	80	8000	5	4	1961	1961	0	1800	1800	1800	1800	2	6	10	NA	0	0	0	2007	141000
50	100	12665	5	8	1915	1950	0	876	876	876	1416	1	4	7	1949	3	720	0	2008	153900
85	NA	16647	5	5	1975	1981	1390	0	1390	1701	1701	2	3	6	1975	2	611	0	2007	171000
60	75	9317	7	5	1993	1993	513	227	740	1006	1775	2	3	7	1993	2	425	72	2009	213000
20	36	15523	5	6	1972	1972	460	404	864	864	864	1	3	5	1972	1	338	0	2009	133500
50	75	45600	6	8	1908	1997	0	907	907	1307	2358	3	5	10	1908	2	360	40	2008	240000
80	80	9600	6	7	1976	1994	0	528	528	1094	1855	2	3	7	1976	2	512	100	2007	187000
120	36	4435	6	5	2003	2003	659	189	848	848	848	1	1	3	2003	2	420	0	2007	131500
120	NA	3196	8	5	2003	2003	0	1273	1273	1456	1456	2	2	7	2003	2	400	20	2006	215000
75	53	7128	7	5	1941	1950	364	554	918	918	1646	2	4	7	1941	1	240	0	2007	164000
80	NA	12095	6	6	1964	1964	564	563	1127	1445	1445	1	3	7	1964	2	645	0	2009	158000
20	102	17920	5	4	1955	1974	306	372	1763	1779	1779	1	3	6	1955	2	454	418	2006	170000
20	NA	6897	5	8	1962	2010	659	381	1040	1040	1040	1	3	6	1962	1	260	104	2010	127000
80	NA	10970	6	6	1978	1978	505	0	940	1026	1026	1	3	5	1981	2	576	0	2008	147000
60	65	8125	6	5	1994	1995	0	702	702	702	1481	2	3	6	1994	2	343	36	2009	174000
20	80	10400	7	5	1976	1976	0	1090	1090	1370	1370	2	3	6	1976	2	479	0	2009	152000
60	NA	11029	6	7	1968	1984	619	435	1054	1512	2654	2	4	9	1968	2	619	65	2006	250000
50	55	7642	7	8	1918	1998	0	912	912	912	1426	1	3	7	1925	1	216	240	2007	189950
190	75	11625	5	4	1965	1965	841	198	1039	1039	1039	1	3	6	1965	2	504	0	2010	131500
20	81	9672	6	5	1984	1985	338	702	1040	1097	1097	2	3	6	1986	2	480	0	2010	152000
20	70	7931	5	5	1959	1959	1148	0	1148	1148	1148	1	3	6	1959	1	672	0	2009	132500
20	72	8640	7	5	2007	2008	0	1372	1372	1372	1372	2	3	6	2008	2	529	140	2008	250580
20	NA	8750	5	6	1970	1970	828	174	1002	1002	1002	1	3	5	1973	2	902	0	2009	148500
20	67	10656	8	5	2006	2007	0	1638	1638	1646	1646	2	3	6	2007	3	870	80	2007	248900
20	85	6970	4	5	1961	1961	932	108	1040	1120	1120	1	3	5	1961	2	544	0	2007	129000
60	NA	14762	5	6	1948	1950	0	0	0	1547	2320	2	2	7	1979	2	672	144	2006	169000
60	80	9938	7	5	1993	1994	750	300	1050	1062	1949	2	3	8	1993	2	574	90	2010	236000
20	60	6600	5	5	1962	1962	0	894	894	894	894	1	2	5	1962	1	308	0	2009	109500
60	70	8750	6	5	1998	1998	505	299	804	804	1682	2	3	7	1998	2	523	77	2010	200500
20	74	8892	5	7	1953	1996	0	105	105	910	910	1	3	5	1953	2	414	0	2008	116000
40	60	12144	5	7	1949	1950	375	457	832	1036	1268	1	3	6	1949	1	288	28	2009	133000
50	52	5720	5	6	1941	1950	0	676	676	676	1131	1	3	5	1941	1	200	0	2009	66500
60	75	9000	8	5	2007	2007	64	1120	1184	1184	2610	2	4	11	2007	2	550	364	2007	303477
20	94	25286	4	5	1963	1963	633	431	1064	1040	1040	1	3	5	1963	2	648	0	2007	132250
60	74	8834	9	5	2004	2005	1170	292	1462	1462	2224	2	4	10	2004	3	738	0	2009	350000
85	88	11782	5	7	1961	1995	899	210	1109	1155	1155	1	3	6	1987	2	576	0	2010	148000
20	NA	7000	5	8	1978	2005	646	218	864	864	864	1	3	6	1978	1	336	0	2009	136500
20	60	7024	5	5	2005	2006	980	110	1090	1090	1090	1	2	5	2005	2	450	49	2007	157000
50	44	13758	7	5	1990	1991	902	254	1156	1187	1717	2	3	7	1990	2	400	36	2007	187500
60	NA	9636	6	5	1992	1993	0	808	808	808	1593	2	3	7	1993	2	389	40	2009	178000
75	60	6204	4	5	1912	1950	0	795	795	954	2230	1	5	10	1997	1	440	188	2006	118500
20	65	7150	5	5	1967	1967	432	460	892	892	892	1	3	5	1967	1	288	0	2009	100000
120	50	5119	9	5	1999	2000	1238	460	1698	1709	1709	2	2	5	1999	2	506	65	2008	328900
90	70	8393	5	5	1959	2005	528	1098	1626	1712	1712	2	4	8	2005	2	588	54	2006	145000
50	59	16466	5	7	1955	1955	0	816	816	872	1393	1	3	8	1955	1	300	0	2008	135500
20	95	15865	8	6	1970	1970	351	1043	2217	2217	2217	2	4	8	1970	2	621	207	2007	268000
20	128	12160	6	4	1953	1953	1024	481	1505	1505	1505	1	2	6	1953	2	505	0	2009	149500
50	60	8064	5	7	1949	2006	0	672	672	672	924	1	3	6	2003	2	576	0	2007	122900
60	70	11184	6	5	1978	1978	226	192	918	918	1683	2	3	7	1978	2	440	0	2009	172500
20	70	8414	6	8	1963	2003	663	396	1059	1068	1068	1	3	6	1963	1	264	0	2006	154500
20	NA	13284	5	5	1954	1954	1064	319	1383	1383	1383	1	3	6	1954	1	354	116	2008	165000
90	64	7018	5	5	1979	1979	0	0	0	1535	1535	2	4	8	1979	2	400	0	2009	118858
60	71	7056	6	5	1963	1963	400	380	780	983	1796	1	4	8	1963	2	483	50	2008	140000
30	50	8765	4	6	1936	1950	285	666	951	951	951	1	2	6	1936	1	327	28	2006	106500
90	64	7018	5	5	1979	1979	0	0	0	1120	2240	2	6	12	1979	2	528	0	2009	142953
20	100	12919	9	5	2009	2010	2188	142	2330	2364	2364	2	2	11	2009	3	820	67	2010	611657
20	65	6993	5	7	1961	1994	465	447	912	1236	1236	1	3	6	1961	1	288	0	2006	135000
20	NA	7340	4	6	1971	1971	322	536	858	858	858	1	2	4	1979	1	684	0	2007	110000
20	64	8712	5	7	1957	2000	860	132	992	1306	1306	1	2	5	1968	1	756	0	2009	153000
60	63	7875	7	5	2003	2003	0	783	783	807	1509	2	3	8	2003	2	393	75	2006	180000
20	50	14859	7	5	2006	2006	0	1670	1670	1670	1670	2	3	7	2006	3	690	60	2006	240000
20	NA	6173	5	6	1967	1967	599	277	876	902	902	1	3	6	1967	1	288	0	2007	125500
20	80	9920	5	5	1954	1954	354	412	1056	1063	1063	1	3	6	1954	1	280	0	2010	128000
20	116	13501	8	5	2006	2006	63	1560	1623	1636	1636	2	3	8	2006	3	865	60	2007	255000
50	86	11500	7	7	1936	1987	223	794	1017	1020	2057	1	3	6	1936	1	180	0	2006	250000
20	NA	8885	5	5	1983	1983	301	239	864	902	902	1	2	5	1983	2	484	0	2006	131000
60	149	12589	6	5	2005	2005	0	742	742	742	1484	2	3	8	2005	2	390	24	2009	174000
90	80	11600	5	5	1960	1960	443	662	1105	1105	2274	2	5	12	1960	2	480	0	2010	154300
20	NA	9286	5	7	1977	1989	196	1072	1268	1268	1268	1	3	5	1978	1	252	0	2009	143500
30	51	6120	5	7	1925	1950	489	279	768	1015	1015	1	3	6	1925	1	450	0	2006	88000
90	82	6270	5	6	1949	1950	284	717	1001	1001	2002	2	4	8	1949	3	871	0	2007	145000
160	30	3000	6	5	2009	2009	294	318	612	612	1224	2	2	4	2009	2	528	234	2009	173733
160	21	2001	4	5	1970	1970	0	546	546	546	1092	1	3	6	1970	1	286	0	2007	75000
20	50	9000	2	3	1949	1950	50	430	480	480	480	0	1	4	1958	1	308	0	2006	35311
20	NA	17140	4	6	1956	1956	1059	75	1134	1229	1229	1	3	6	1956	1	284	0	2009	135000
60	103	13125	7	5	1991	1991	48	422	1104	912	2127	2	4	8	1991	3	833	192	2007	238000
20	87	11029	6	8	1958	2002	528	245	1184	1414	1414	1	3	6	1990	2	601	51	2008	176500
60	70	8462	6	5	1994	1994	814	114	928	936	1721	2	3	7	1994	2	471	87	2007	201000
90	67	8777	5	7	1900	2003	1084	188	1272	1272	2200	2	4	9	NA	0	0	70	2008	145900
20	65	10237	6	5	2005	2006	28	1288	1316	1316	1316	2	3	6	2005	2	397	0	2006	169990
120	50	8012	6	5	1993	1994	165	598	1604	1617	1617	2	2	5	1993	2	533	69	2008	193000
20	79	10240	6	6	1980	1980	625	0	1686	1686	1686	2	3	7	1980	2	612	131	2006	207500
20	NA	15611	5	6	1977	1977	767	266	1126	1126	1126	2	3	6	1977	2	540	0	2008	175000
60	93	11999	8	5	2003	2004	0	1181	1181	1234	2374	2	4	10	2003	3	656	100	2007	285000
60	NA	9900	7	5	1968	1968	552	280	832	1098	1978	2	4	9	1968	2	486	43	2008	176000
20	NA	11838	8	5	2001	2001	0	1753	1753	1788	1788	2	3	7	2001	2	522	151	2009	236500
60	NA	13006	7	5	1997	1997	0	964	964	993	2236	2	4	8	1997	2	642	0	2006	222000
20	73	8925	8	5	2007	2007	16	1450	1466	1466	1466	2	3	7	2007	3	610	18	2009	201000
20	70	9100	5	6	1965	1965	338	121	925	925	925	1	2	5	1965	1	429	0	2009	117500
20	84	11670	9	5	2006	2006	0	1905	1905	1905	1905	2	3	8	2006	3	788	191	2007	320000
20	63	8487	7	5	2004	2004	20	1480	1500	1500	1500	2	3	6	2004	2	570	36	2009	190000
20	313	27650	7	7	1960	2007	425	160	585	2069	2069	2	4	9	1960	2	505	0	2008	242000
30	52	5825	4	5	1926	1953	0	600	600	747	747	1	1	5	1953	2	528	0	2006	79900
20	67	10083	7	5	2003	2003	833	343	1176	1200	1200	2	2	5	2003	2	555	41	2009	184900
60	75	9675	7	5	2005	2005	341	772	1113	1113	1971	2	3	8	2005	2	689	48	2009	253000
60	73	8760	7	5	2006	2006	464	927	1391	1391	1962	2	3	7	2006	3	868	90	2006	239799
70	NA	24090	7	7	1940	1950	0	1032	1032	1207	2403	2	4	10	1940	1	349	0	2010	244400
90	55	12640	6	5	1976	1976	936	396	1728	1728	1728	2	4	8	1976	2	574	0	2006	150900
60	NA	8755	7	5	1999	1999	772	220	992	1022	2060	2	3	8	1999	2	390	0	2009	214000
90	42	7711	4	3	1977	1977	1440	0	1440	1440	1440	2	4	8	NA	0	0	0	2007	150000
90	100	25000	5	4	1967	1967	0	1632	1632	1632	1632	2	4	8	1967	2	576	0	2007	143000
20	NA	14375	6	6	1958	1958	111	354	819	1344	1344	1	3	7	1958	2	525	118	2009	137500
50	98	8820	5	6	1890	1996	1088	0	1088	1188	1869	1	2	7	1963	2	456	0	2009	124900
80	70	8163	5	6	1959	1959	748	102	1144	1144	1144	1	3	6	1959	1	796	0	2006	143000
20	85	14536	8	5	2002	2003	1300	316	1616	1629	1629	2	3	9	2002	3	808	252	2007	270000
60	65	14006	7	5	2002	2002	0	936	936	936	1776	2	3	7	2002	2	474	96	2006	192500
20	78	9360	6	7	1972	2006	982	179	1161	1381	1381	1	3	5	1972	2	676	0	2010	197500
20	60	7200	5	8	1950	2002	398	317	864	864	864	1	3	5	1980	2	720	0	2007	129000
20	60	7800	5	5	1965	1965	641	187	828	965	965	1	3	6	1979	1	300	0	2006	119900
85	60	7200	5	8	1972	2003	660	108	768	768	768	1	2	5	1974	1	396	0	2009	133900
60	NA	11075	5	4	1969	1969	562	29	784	1168	1968	2	4	7	1969	2	530	189	2008	172000
90	35	9400	6	5	1975	1975	945	0	945	980	980	2	4	4	NA	0	0	0	2006	127500
90	82	7136	6	6	1946	1950	484	495	979	979	1958	2	4	8	1946	2	492	0	2007	145000
160	24	1300	6	6	1980	1980	285	276	561	561	1229	1	2	5	1980	2	462	0	2009	124000
20	70	7420	5	5	1962	1962	417	640	1057	1057	1057	1	3	6	1977	2	576	0	2007	132000
20	65	8450	7	5	2003	2003	699	638	1337	1337	1337	2	3	6	2003	2	531	39	2007	185000
160	24	2572	7	5	1999	1999	604	92	696	696	1416	2	3	6	1999	2	484	44	2010	155000
20	50	7207	5	7	1958	2008	696	162	858	858	858	1	2	4	NA	0	0	0	2010	116500
60	NA	12227	6	7	1977	1995	896	434	1330	1542	2872	2	4	11	1977	2	619	282	2008	272000
160	24	2308	6	6	1976	1976	556	248	804	804	1548	2	3	7	1976	2	440	0	2007	155000
20	122	11923	9	5	2007	2007	0	1800	1800	1800	1800	2	2	7	2007	2	702	136	2009	239000
60	80	11316	7	5	2002	2003	624	193	817	824	1894	2	4	8	2002	2	510	40	2010	214900
60	65	10237	6	5	2005	2007	0	783	783	783	1484	2	3	8	2005	2	393	72	2007	178900
50	130	9600	5	7	1940	1950	428	300	728	976	1308	1	2	7	1940	1	256	70	2009	160000
20	NA	7390	5	7	1955	1955	902	196	1098	1098	1098	1	3	6	1955	1	260	0	2008	135000
50	50	5925	3	6	1910	1950	0	600	600	600	968	1	2	6	NA	0	0	0	2009	37900
190	75	10382	6	5	1958	1958	513	75	588	1095	1095	1	2	6	1958	1	264	0	2006	140000
50	60	10800	4	4	1949	1950	0	720	720	720	1192	1	4	6	NA	0	0	0	2006	135000
160	36	2268	7	5	2003	2004	567	197	764	764	1626	2	2	6	2003	2	474	27	2009	173000
120	55	7892	6	5	1979	1979	0	918	918	918	918	2	2	5	1979	1	264	0	2010	99500
20	95	11639	7	5	2007	2008	0	1428	1428	1428	1428	2	3	6	2007	2	480	120	2008	182000
70	60	11414	7	8	1910	1993	0	728	728	1136	2019	1	3	8	1997	2	532	135	2009	167500
160	NA	2651	7	5	2000	2000	641	32	673	673	1382	2	3	6	2000	2	490	50	2006	165000
30	51	5900	4	7	1923	1958	0	440	440	869	869	1	2	4	NA	0	0	0	2006	85500
120	35	4274	7	5	2006	2007	1106	135	1241	1241	1241	1	1	4	2007	2	569	116	2007	199900
20	68	9450	4	5	1954	1954	552	342	894	894	894	1	3	5	1999	2	400	0	2007	110000
20	80	8816	5	6	1963	1963	651	470	1121	1121	1121	1	3	5	1963	2	480	80	2009	139000
85	NA	12122	7	9	1961	2007	867	77	944	999	999	1	3	6	1961	2	588	76	2008	178400
60	98	12203	8	5	1998	1999	854	371	1225	1276	2612	2	4	8	1998	3	676	0	2009	336000
20	43	3182	7	5	2007	2007	0	1266	1266	1266	1266	2	2	6	2007	2	388	16	2008	159895
60	NA	11250	8	5	2002	2002	0	1128	1128	1149	2290	2	4	9	2002	2	779	0	2008	255900
90	75	10125	5	5	1977	1977	0	0	0	1302	1734	2	4	8	1977	2	539	0	2009	126000
190	68	10880	5	5	1950	1950	1040	124	1164	1164	1164	1	3	5	1950	1	240	48	2008	125000
50	59	5310	6	8	1910	2003	0	485	485	1001	1635	1	2	5	1950	1	255	0	2006	117000
20	83	10159	9	5	2009	2010	1646	284	1930	1940	1940	2	3	8	2010	3	606	95	2010	395192
60	NA	12046	6	6	1976	1976	156	692	848	1118	2030	2	4	8	1976	2	551	224	2007	195000
60	65	8125	7	5	2006	2006	0	770	770	778	1576	2	3	6	2006	2	614	50	2006	197000
60	82	9452	8	5	1997	1998	1074	322	1396	1407	2392	2	3	7	1997	3	870	70	2006	348000
70	121	17671	8	9	1882	1986	216	700	916	916	1742	1	4	8	1925	2	424	169	2009	168000
60	80	9760	6	8	1964	1993	536	169	822	1020	1851	2	3	7	1964	2	440	42	2007	187000
60	68	8846	6	5	2005	2006	0	750	750	750	1500	2	3	6	2005	2	564	35	2006	173900
20	96	12456	10	5	2006	2007	1172	528	1700	1718	1718	2	3	7	2008	3	786	48	2009	337500
50	51	4712	4	7	1946	1950	384	363	747	774	1230	1	3	5	1946	1	305	57	2006	121600
20	NA	10659	5	6	1961	1961	915	135	1050	1050	1050	1	3	6	1961	1	368	319	2006	136500
20	NA	11717	6	6	1970	1970	0	1442	1442	1442	1442	2	2	6	1970	2	615	0	2009	185000
30	60	9786	3	4	1922	1950	0	1007	1007	1077	1077	1	3	6	1922	1	210	100	2006	91000
20	64	6762	7	5	2006	2006	686	501	1187	1208	1208	2	2	6	2006	2	632	61	2010	206000
20	74	10206	3	3	1952	1952	0	0	0	944	944	1	2	4	1956	2	528	0	2009	82000
30	60	5400	5	6	1920	1950	0	691	691	691	691	1	2	4	1920	1	216	20	2007	86000
20	75	11957	8	5	2006	2006	24	1550	1574	1574	1574	2	3	7	2006	3	824	104	2008	232000
90	NA	11500	5	6	1976	1976	0	1680	1680	1680	1680	2	4	8	1976	2	528	0	2007	136905
120	43	3182	7	5	2005	2006	16	1330	1346	1504	1504	2	1	7	2005	2	457	0	2009	181000
80	65	8385	5	8	1977	1977	595	390	985	985	985	2	3	6	1977	1	328	0	2008	149900
20	NA	12155	6	3	1970	1970	1237	420	1657	1657	1657	2	3	7	1970	2	484	0	2007	163500
160	21	2217	4	4	1970	1970	273	0	546	546	1092	1	3	6	1970	1	286	0	2009	88000
20	43	12118	7	5	2004	2005	0	1710	1710	1710	1710	2	3	7	2004	2	550	48	2009	240000
50	60	6000	5	5	1926	1950	0	1008	1008	1008	1522	2	4	7	NA	0	0	0	2006	102000
50	115	21286	5	5	1948	1950	0	720	720	720	1271	2	4	7	1948	1	312	0	2008	135000
90	75	9825	5	5	1965	1965	0	0	0	1664	1664	2	4	8	NA	0	0	0	2010	100000
70	55	10592	6	7	1923	1996	0	602	602	900	1502	1	3	7	1923	1	180	0	2007	165000
30	60	7200	5	4	1910	2006	247	310	1022	1022	1022	1	2	4	1956	1	280	30	2009	85000
20	60	11664	6	5	1948	1950	336	746	1082	1082	1082	1	2	5	1948	1	240	130	2007	119200
60	70	8400	8	6	2001	2001	643	167	810	810	1665	2	3	6	2001	2	528	45	2009	227000
20	73	11883	7	5	1996	1996	690	814	1504	1504	1504	2	3	6	1996	2	478	66	2009	203000
120	NA	5814	8	5	1984	1984	1036	184	1220	1360	1360	1	1	4	1984	2	565	0	2009	187500
80	NA	10784	7	5	1991	1992	0	384	384	802	1472	2	3	7	1991	2	402	0	2007	160000
120	43	3013	7	5	2005	2005	16	1346	1362	1506	1506	2	2	6	2005	2	440	20	2006	213490
20	60	7024	4	5	2005	2005	1024	108	1132	1132	1132	1	2	5	2005	2	451	64	2008	176000
20	64	7406	7	5	2006	2006	684	515	1199	1220	1220	2	2	6	2006	2	632	54	2006	194000
50	52	9439	5	5	1930	1950	324	588	912	912	1248	1	2	6	1957	1	160	0	2007	87000
120	43	3182	7	5	2005	2006	16	1330	1346	1504	1504	2	2	7	2005	2	437	20	2008	191000
20	NA	15498	8	6	1976	1976	1165	0	1565	2898	2898	2	2	10	1976	2	665	72	2008	287000
20	70	7700	5	5	1972	1972	138	276	882	882	882	1	3	5	1980	2	461	0	2007	112500
20	73	9300	5	5	1960	1960	697	571	1268	1264	1264	1	3	6	1960	2	461	0	2010	167500
20	71	9520	8	5	2007	2008	1513	125	1638	1646	1646	2	3	7	2008	3	800	44	2008	293077
50	79	9492	5	5	1941	1950	368	359	768	968	1376	1	3	6	1941	1	240	0	2007	105000
160	21	1680	6	7	1972	1972	317	355	672	672	1218	1	3	7	1972	1	264	28	2006	118000
190	NA	7082	5	8	1916	1995	0	686	686	948	1928	2	5	10	NA	0	0	0	2006	160000
75	102	15863	7	3	1920	1970	523	301	824	1687	3082	2	5	12	1970	2	672	63	2009	197000
60	NA	14541	8	7	1993	1993	1012	326	1338	1352	2520	2	5	10	1993	3	796	55	2006	310000
20	NA	8125	7	5	2002	2002	986	668	1654	1654	1654	2	3	6	2002	3	900	136	2006	230000
30	50	6305	5	7	1938	1950	0	920	920	954	954	1	2	5	1938	1	240	0	2007	119750
20	NA	11500	4	3	1957	1957	0	0	0	845	845	1	3	5	1957	1	290	0	2009	84000
20	89	12898	9	5	2007	2008	1022	598	1620	1620	1620	2	2	6	2008	3	912	0	2009	315500
60	NA	9240	8	5	2001	2002	0	1055	1055	1055	2263	2	3	7	2001	2	905	45	2008	287000
160	21	1533	4	6	1970	2008	0	546	546	798	1344	1	3	6	NA	0	0	0	2009	97000
180	21	1477	4	4	1970	1970	509	121	630	630	630	1	1	3	1970	1	286	0	2009	80000
20	88	13125	5	4	1957	2000	168	284	1134	1803	1803	2	3	8	1957	2	484	0	2006	155000
60	NA	9130	6	8	1966	2000	400	336	800	800	1632	1	4	7	1966	2	484	40	2008	173000
120	34	5381	6	5	2005	2005	900	406	1306	1306	1306	2	1	5	2005	2	624	63	2009	196000
60	86	11839	7	5	1990	1990	1085	390	1475	1532	2329	2	4	10	1990	2	514	121	2008	262280
20	80	9600	8	5	1981	1981	1104	1420	2524	2524	2524	2	4	9	1981	2	542	120	2009	278000
20	NA	13680	3	5	1955	1955	0	0	0	1733	1733	2	4	8	1955	2	452	0	2009	139600
60	85	16056	9	5	2005	2006	240	1752	1992	1992	2868	3	4	11	2005	3	716	108	2006	556581
20	57	9245	5	5	1994	1995	686	304	990	990	990	1	3	5	1996	2	672	0	2008	145000
20	100	21750	5	4	1960	2006	0	0	0	1771	1771	1	3	9	1960	2	336	0	2009	115000
20	60	11100	4	7	1946	2006	0	0	0	930	930	1	2	6	1946	1	308	0	2010	84900
20	73	8993	7	5	2007	2007	0	1302	1302	1302	1302	2	3	6	2007	2	436	22	2007	176485
20	103	11175	7	5	2007	2007	0	1316	1316	1316	1316	2	3	6	2007	2	440	20	2007	200141
60	100	9500	6	6	1964	1978	442	374	816	1127	1977	1	4	9	1964	2	540	52	2007	165000
20	68	8562	5	6	1957	2002	383	833	1216	1526	1526	1	4	7	1957	1	364	78	2010	144500
60	90	11367	8	5	2002	2002	932	133	1065	1091	1989	2	3	7	2002	2	586	60	2006	255000
20	104	11361	6	5	1976	1976	644	549	1193	1523	1523	2	3	7	1976	2	478	0	2008	180000
120	43	7052	7	5	2005	2005	659	705	1364	1364	1364	2	2	6	2005	2	484	36	2006	185850
60	NA	29959	7	6	1994	1994	595	378	973	979	1850	2	3	7	1994	2	467	98	2009	248000
60	96	11308	9	5	2008	2008	936	168	1104	1130	2184	2	3	10	2008	3	836	102	2009	335000
50	NA	11275	6	7	1932	1950	297	0	854	1096	1991	1	3	7	1977	2	432	0	2007	220000
120	41	4920	8	5	2001	2001	616	722	1338	1338	1338	2	2	6	2001	2	582	0	2010	213500
30	120	18000	3	4	1935	1950	0	894	894	894	894	1	2	6	1994	3	1248	20	2008	81000
190	85	13600	5	5	1900	1950	0	662	662	1422	2337	2	5	10	1945	2	560	57	2007	90000
30	50	6000	6	6	1925	1980	397	706	1103	1103	1103	1	2	5	1976	2	440	120	2006	110500
20	NA	11000	5	6	1966	1966	740	184	1154	1154	1154	1	3	6	1966	2	480	58	2009	154000
60	80	14000	7	5	1996	1997	1201	105	1306	1306	2260	2	3	7	1996	2	533	44	2010	328000
60	59	7837	6	7	1993	1994	0	799	799	799	1571	2	3	7	1993	2	380	40	2009	178000
60	80	9760	6	6	1964	1964	674	0	780	798	1611	1	4	7	1964	2	442	128	2008	167900
160	42	3964	6	4	1973	1973	837	105	942	1291	2521	2	5	10	1973	2	576	20	2006	151400
45	60	9600	5	7	1949	2003	220	625	845	893	893	1	2	4	1985	2	576	0	2007	135000
20	72	10152	5	5	1956	1956	586	462	1048	1048	1048	1	3	6	1956	1	286	20	2007	135000
60	78	11700	6	6	1968	1968	298	429	727	829	1556	1	4	8	1968	2	441	0	2009	154000
50	50	7585	5	3	1948	1950	0	810	810	1002	1456	1	4	7	1954	1	280	0	2006	91500
60	75	7950	6	6	1977	1977	535	155	690	698	1426	1	3	6	1977	2	440	0	2009	159500
20	74	8556	7	5	2006	2006	0	1240	1240	1240	1240	2	2	5	2006	3	826	93	2007	194000
70	75	13125	7	6	1940	1984	410	390	800	960	1740	1	3	6	1940	1	240	0	2007	219500
50	60	10800	5	8	1936	1989	626	170	796	1096	1466	2	3	7	1950	2	566	21	2006	170000
20	NA	15870	5	5	1969	1969	75	230	1096	1096	1096	1	3	6	1969	1	299	32	2006	138800
120	37	4435	6	5	2004	2004	662	186	848	848	848	1	1	3	2004	2	420	0	2006	155900
20	65	8775	5	5	1994	1994	495	495	990	990	990	1	3	5	1996	1	299	64	2007	126000
20	80	11040	6	7	1971	2004	656	602	1258	1258	1258	2	3	5	1971	2	528	0	2008	145000
20	75	7500	5	5	1963	1963	824	216	1040	1040	1040	1	3	5	1963	1	308	0	2010	133000
20	70	8749	7	5	2002	2002	0	1459	1459	1459	1459	2	3	6	2002	2	527	39	2007	192000
20	80	8800	6	6	1964	1964	553	698	1251	1251	1251	1	3	6	1964	1	461	116	2006	160000
60	NA	13031	6	5	1995	1996	592	99	691	691	1498	2	3	6	1995	2	409	44	2006	187500
85	73	9069	6	6	1992	1992	747	189	936	996	996	1	2	5	1992	2	564	0	2010	147000
160	NA	1974	4	5	1973	1973	334	212	546	546	1092	1	3	6	1973	1	286	96	2010	83500
60	85	10574	8	5	2005	2006	0	1082	1082	1082	1953	2	3	9	2005	3	1043	50	2009	252000
160	24	2522	7	5	2004	2004	0	970	970	970	1709	2	3	7	2004	2	380	40	2006	137500
120	37	3316	8	5	2005	2005	1039	208	1247	1247	1247	1	1	4	2005	2	550	84	2006	197000
90	60	8544	3	4	1950	1950	0	0	0	1040	1040	2	2	6	1987	2	400	0	2009	92900
160	24	2160	7	5	1999	2000	510	90	600	624	1252	2	2	4	1999	2	462	48	2008	160000
50	60	8400	6	5	1925	1950	423	758	1181	1390	1694	2	4	7	1925	2	576	0	2008	136500
