MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,OpenPorchSF,YrSold
60,70,8750,6,5,1998,1998,505,299,804,804,1682,2,3,7,1998,2,523,77,2010
20,74,8892,5,7,1953,1996,0,105,105,910,910,1,3,5,1953,2,414,0,2008
40,60,12144,5,7,1949,1950,375,457,832,1036,1268,1,3,6,1949,1,288,28,2009
50,52,5720,5,6,1941,1950,0,676,676,676,1131,1,3,5,1941,1,200,0,2009
60,75,9000,8,5,2007,2007,64,1120,1184,1184,2610,2,4,11,2007,2,550,364,2007
20,94,25286,4,5,1963,1963,633,431,1064,1040,1040,1,3,5,1963,2,648,0,2007
60,74,8834,9,5,2004,2005,1170,292,1462,1462,2224,2,4,10,2004,3,738,0,2009
85,88,11782,5,7,1961,1995,899,210,1109,1155,1155,1,3,6,1987,2,576,0,2010
20,NA,7000,5,8,1978,2005,646,218,864,864,864,1,3,6,1978,1,336,0,2009
20,60,7024,5,5,2005,2006,980,110,1090,1090,1090,1,2,5,2005,2,450,49,2007
50,44,13758,7,5,1990,1991,902,254,1156,1187,1717,2,3,7,1990,2,400,36,2007
60,NA,9636,6,5,1992,1993,0,808,808,808,1593,2,3,7,1993,2,389,40,2009
75,60,6204,4,5,1912,1950,0,795,795,954,2230,1,5,10,1997,1,440,188,2006
20,65,7150,5,5,1967,1967,432,460,892,892,892,1,3,5,1967,1,288,0,2009
120,50,5119,9,5,1999,2000,1238,460,1698,1709,1709,2,2,5,1999,2,506,65,2008
90,70,8393,5,5,1959,2005,528,1098,1626,1712,1712,2,4,8,2005,2,588,54,2006
50,59,16466,5,7,1955,1955,0,816,816,872,1393,1,3,8,1955,1,300,0,2008
20,95,15865,8,6,1970,1970,351,1043,2217,2217,2217,2,4,8,1970,2,621,207,2007
20,128,12160,6,4,1953,1953,1024,481,1505,1505,1505,1,2,6,1953,2,505,0,2009
50,60,8064,5,7,1949,2006,0,672,672,672,924,1,3,6,2003,2,576,0,2007
60,70,11184,6,5,1978,1978,226,192,918,918,1683,2,3,7,1978,2,440,0,2009
20,70,8414,6,8,1963,2003,663,396,1059,1068,1068,1,3,6,1963,1,264,0,2006
20,NA,13284,5,5,1954,1954,1064,319,1383,1383,1383,1,3,6,1954,1,354,116,2008
90,64,7018,5,5,1979,1979,0,0,0,1535,1535,2,4,8,1979,2,400,0,2009
60,71,7056,6,5,1963,1963,400,380,780,983,1796,1,4,8,1963,2,483,50,2008
30,50,8765,4,6,1936,1950,285,666,951,951,951,1,2,6,1936,1,327,28,2006
90,64,7018,5,5,1979,1979,0,0,0,1120,2240,2,6,12,1979,2,528,0,2009
20,100,12919,9,5,2009,2010,2188,142,2330,2364,2364,2,2,11,2009,3,820,67,2010
20,65,6993,5,7,1961,1994,465,447,912,1236,1236,1,3,6,1961,1,288,0,2006
20,NA,7340,4,6,1971,1971,322,536,858,858,858,1,2,4,1979,1,684,0,2007
20,64,8712,5,7,1957,2000,860,132,992,1306,1306,1,2,5,1968,1,756,0,2009
60,63,7875,7,5,2003,2003,0,783,783,807,1509,2,3,8,2003,2,393,75,2006
20,50,14859,7,5,2006,2006,0,1670,1670,1670,1670,2,3,7,2006,3,690,60,2006
20,NA,6173,5,6,1967,1967,599,277,876,902,902,1,3,6,1967,1,288,0,2007
20,80,9920,5,5,1954,1954,354,412,1056,1063,1063,1,3,6,1954,1,280,0,2010
20,116,13501,8,5,2006,2006,63,1560,1623,1636,1636,2,3,8,2006,3,865,60,2007
50,86,11500,7,7,1936,1987,223,794,1017,1020,2057,1,3,6,1936,1,180,0,2006
20,NA,8885,5,5,1983,1983,301,239,864,902,902,1,2,5,1983,2,484,0,2006
60,149,12589,6,5,2005,2005,0,742,742,742,1484,2,3,8,2005,2,390,24,2009
90,80,11600,5,5,1960,1960,443,662,1105,1105,2274,2,5,12,1960,2,480,0,2010
20,NA,9286,5,7,1977,1989,196,1072,1268,1268,1268,1,3,5,1978,1,252,0,2009
30,51,6120,5,7,1925,1950,489,279,768,1015,1015,1,3,6,1925,1,450,0,2006
90,82,6270,5,6,1949,1950,284,717,1001,1001,2002,2,4,8,1949,3,871,0,2007
160,30,3000,6,5,2009,2009,294,318,612,612,1224,2,2,4,2009,2,528,234,2009
160,21,2001,4,5,1970,1970,0,546,546,546,1092,1,3,6,1970,1,286,0,2007
20,50,9000,2,3,1949,1950,50,430,480,480,480,0,1,4,1958,1,308,0,2006
20,NA,17140,4,6,1956,1956,1059,75,1134,1229,1229,1,3,6,1956,1,284,0,2009
60,103,13125,7,5,1991,1991,48,422,1104,912,2127,2,4,8,1991,3,833,192,2007
20,87,11029,6,8,1958,2002,528,245,1184,1414,1414,1,3,6,1990,2,601,51,2008
60,70,8462,6,5,1994,1994,814,114,928,936,1721,2,3,7,1994,2,471,87,2007
90,67,8777,5,7,1900,2003,1084,188,1272,1272,2200,2,4,9,NA,0,0,70,2008
20,65,10237,6,5,2005,2006,28,1288,1316,1316,1316,2,3,6,2005,2,397,0,2006
120,50,8012,6,5,1993,1994,165,598,1604,1617,1617,2,2,5,1993,2,533,69,2008
20,79,10240,6,6,1980,1980,625,0,1686,1686,1686,2,3,7,1980,2,612,131,2006
20,NA,15611,5,6,1977,1977,767,266,1126,1126,1126,2,3,6,1977,2,540,0,2008
60,93,11999,8,5,2003,2004,0,1181,1181,1234,2374,2,4,10,2003,3,656,100,2007
60,NA,9900,7,5,1968,1968,552,280,832,1098,1978,2,4,9,1968,2,486,43,2008
20,NA,11838,8,5,2001,2001,0,1753,1753,1788,1788,2,3,7,2001,2,522,151,2009
60,NA,13006,7,5,1997,1997,0,964,964,993,2236,2,4,8,1997,2,642,0,2006
20,73,8925,8,5,2007,2007,16,1450,1466,1466,1466,2,3,7,2007,3,610,18,2009
20,70,9100,5,6,1965,1965,338,121,925,925,925,1,2,5,1965,1,429,0,2009
20,84,11670,9,5,2006,2006,0,1905,1905,1905,1905,2,3,8,2006,3,788,191,2007
20,63,8487,7,5,2004,2004,20,1480,1500,1500,1500,2,3,6,2004,2,570,36,2009
20,313,27650,7,7,1960,2007,425,160,585,2069,2069,2,4,9,1960,2,505,0,2008
30,52,5825,4,5,1926,1953,0,600,600,747,747,1,1,5,1953,2,528,0,2006
20,67,10083,7,5,2003,2003,833,343,1176,1200,1200,2,2,5,2003,2,555,41,2009
60,75,9675,7,5,2005,2005,341,772,1113,1113,1971,2,3,8,2005,2,689,48,2009
60,73,8760,7,5,2006,2006,464,927,1391,1391,1962,2,3,7,2006,3,868,90,2006
70,NA,24090,7,7,1940,1950,0,1032,1032,1207,2403,2,4,10,1940,1,349,0,2010
90,55,12640,6,5,1976,1976,936,396,1728,1728,1728,2,4,8,1976,2,574,0,2006
60,NA,8755,7,5,1999,1999,772,220,992,1022,2060,2,3,8,1999,2,390,0,2009
90,42,7711,4,3,1977,1977,1440,0,1440,1440,1440,2,4,8,NA,0,0,0,2007
90,100,25000,5,4,1967,1967,0,1632,1632,1632,1632,2,4,8,1967,2,576,0,2007
20,NA,14375,6,6,1958,1958,111,354,819,1344,1344,1,3,7,1958,2,525,118,2009
50,98,8820,5,6,1890,1996,1088,0,1088,1188,1869,1,2,7,1963,2,456,0,2009
80,70,8163,5,6,1959,1959,748,102,1144,1144,1144,1,3,6,1959,1,796,0,2006
20,85,14536,8,5,2002,2003,1300,316,1616,1629,1629,2,3,9,2002,3,808,252,2007
60,65,14006,7,5,2002,2002,0,936,936,936,1776,2,3,7,2002,2,474,96,2006
20,78,9360,6,7,1972,2006,982,179,1161,1381,1381,1,3,5,1972,2,676,0,2010
20,60,7200,5,8,1950,2002,398,317,864,864,864,1,3,5,1980,2,720,0,2007
20,60,7800,5,5,1965,1965,641,187,828,965,965,1,3,6,1979,1,300,0,2006
85,60,7200,5,8,1972,2003,660,108,768,768,768,1,2,5,1974,1,396,0,2009
60,NA,11075,5,4,1969,1969,562,29,784,1168,1968,2,4,7,1969,2,530,189,2008
90,35,9400,6,5,1975,1975,945,0,945,980,980,2,4,4,NA,0,0,0,2006
90,82,7136,6,6,1946,1950,484,495,979,979,1958,2,4,8,1946,2,492,0,2007
160,24,1300,6,6,1980,1980,285,276,561,561,1229,1,2,5,1980,2,462,0,2009
20,70,7420,5,5,1962,1962,417,640,1057,1057,1057,1,3,6,1977,2,576,0,2007
20,65,8450,7,5,2003,2003,699,638,1337,1337,1337,2,3,6,2003,2,531,39,2007
160,24,2572,7,5,1999,1999,604,92,696,696,1416,2,3,6,1999,2,484,44,2010
20,50,7207,5,7,1958,2008,696,162,858,858,858,1,2,4,NA,0,0,0,2010
60,NA,12227,6,7,1977,1995,896,434,1330,1542,2872,2,4,11,1977,2,619,282,2008
160,24,2308,6,6,1976,1976,556,248,804,804,1548,2,3,7,1976,2,440,0,2007
20,122,11923,9,5,2007,2007,0,1800,1800,1800,1800,2,2,7,2007,2,702,136,2009
60,80,11316,7,5,2002,2003,624,193,817,824,1894,2,4,8,2002,2,510,40,2010
60,65,10237,6,5,2005,2007,0,783,783,783,1484,2,3,8,2005,2,393,72,2007
50,130,9600,5,7,1940,1950,428,300,728,976,1308,1,2,7,1940,1,256,70,2009
20,NA,7390,5,7,1955,1955,902,196,1098,1098,1098,1,3,6,1955,1,260,0,2008
50,50,5925,3,6,1910,1950,0,600,600,600,968,1,2,6,NA,0,0,0,2009
190,75,10382,6,5,1958,1958,513,75,588,1095,1095,1,2,6,1958,1,264,0,2006
50,60,10800,4,4,1949,1950,0,720,720,720,1192,1,4,6,NA,0,0,0,2006
160,36,2268,7,5,2003,2004,567,197,764,764,1626,2,2,6,2003,2,474,27,2009
120,55,7892,6,5,1979,1979,0,918,918,918,918,2,2,5,1979,1,264,0,2010
20,95,11639,7,5,2007,2008,0,1428,1428,1428,1428,2,3,6,2007,2,480,120,2008
70,60,11414,7,8,1910,1993,0,728,728,1136,2019,1,3,8,1997,2,532,135,2009
160,NA,2651,7,5,2000,2000,641,32,673,673,1382,2,3,6,2000,2,490,50,2006
30,51,5900,4,7,1923,1958,0,440,440,869,869,1,2,4,NA,0,0,0,2006
120,35,4274,7,5,2006,2007,1106,135,1241,1241,1241,1,1,4,2007,2,569,116,2007
20,68,9450,4,5,1954,1954,552,342,894,894,894,1,3,5,1999,2,400,0,2007
20,80,8816,5,6,1963,1963,651,470,1121,1121,1121,1,3,5,1963,2,480,80,2009
85,NA,12122,7,9,1961,2007,867,77,944,999,999,1,3,6,1961,2,588,76,2008
60,98,12203,8,5,1998,1999,854,371,1225,1276,2612,2,4,8,1998,3,676,0,2009
20,43,3182,7,5,2007,2007,0,1266,1266,1266,1266,2,2,6,2007,2,388,16,2008
60,NA,11250,8,5,2002,2002,0,1128,1128,1149,2290,2,4,9,2002,2,779,0,2008
90,75,10125,5,5,1977,1977,0,0,0,1302,1734,2,4,8,1977,2,539,0,2009
190,68,10880,5,5,1950,1950,1040,124,1164,1164,1164,1,3,5,1950,1,240,48,2008
50,59,5310,6,8,1910,2003,0,485,485,1001,1635,1,2,5,1950,1,255,0,2006
20,83,10159,9,5,2009,2010,1646,284,1930,1940,1940,2,3,8,2010,3,606,95,2010
60,NA,12046,6,6,1976,1976,156,692,848,1118,2030,2,4,8,1976,2,551,224,2007
60,65,8125,7,5,2006,2006,0,770,770,778,1576,2,3,6,2006,2,614,50,2006
60,82,9452,8,5,1997,1998,1074,322,1396,1407,2392,2,3,7,1997,3,870,70,2006
70,121,17671,8,9,1882,1986,216,700,916,916,1742,1,4,8,1925,2,424,169,2009
60,80,9760,6,8,1964,1993,536,169,822,1020,1851,2,3,7,1964,2,440,42,2007
60,68,8846,6,5,2005,2006,0,750,750,750,1500,2,3,6,2005,2,564,35,2006
20,96,12456,10,5,2006,2007,1172,528,1700,1718,1718,2,3,7,2008,3,786,48,2009
50,51,4712,4,7,1946,1950,384,363,747,774,1230,1,3,5,1946,1,305,57,2006
20,NA,10659,5,6,1961,1961,915,135,1050,1050,1050,1,3,6,1961,1,368,319,2006
20,NA,11717,6,6,1970,1970,0,1442,1442,1442,1442,2,2,6,1970,2,615,0,2009
30,60,9786,3,4,1922,1950,0,1007,1007,1077,1077,1,3,6,1922,1,210,100,2006
20,64,6762,7,5,2006,2006,686,501,1187,1208,1208,2,2,6,2006,2,632,61,2010
20,74,10206,3,3,1952,1952,0,0,0,944,944,1,2,4,1956,2,528,0,2009
30,60,5400,5,6,1920,1950,0,691,691,691,691,1,2,4,1920,1,216,20,2007
20,75,11957,8,5,2006,2006,24,1550,1574,1574,1574,2,3,7,2006,3,824,104,2008
90,NA,11500,5,6,1976,1976,0,1680,1680,1680,1680,2,4,8,1976,2,528,0,2007
120,43,3182,7,5,2005,2006,16,1330,1346,1504,1504,2,1,7,2005,2,457,0,2009
80,65,8385,5,8,1977,1977,595,390,985,985,985,2,3,6,1977,1,328,0,2008
20,NA,12155,6,3,1970,1970,1237,420,1657,1657,1657,2,3,7,1970,2,484,0,2007
160,21,2217,4,4,1970,1970,273,0,546,546,1092,1,3,6,1970,1,286,0,2009
20,43,12118,7,5,2004,2005,0,1710,1710,1710,1710,2,3,7,2004,2,550,48,2009
50,60,6000,5,5,1926,1950,0,1008,1008,1008,1522,2,4,7,NA,0,0,0,2006
50,115,21286,5,5,1948,1950,0,720,720,720,1271,2,4,7,1948,1,312,0,2008
90,75,9825,5,5,1965,1965,0,0,0,1664,1664,2,4,8,NA,0,0,0,2010
70,55,10592,6,7,1923,1996,0,602,602,900,1502,1,3,7,1923,1,180,0,2007
30,60,7200,5,4,1910,2006,247,310,1022,1022,1022,1,2,4,1956,1,280,30,2009
20,60,11664,6,5,1948,1950,336,746,1082,1082,1082,1,2,5,1948,1,240,130,2007
60,70,8400,8,6,2001,2001,643,167,810,810,1665,2,3,6,2001,2,528,45,2009
20,73,11883,7,5,1996,1996,690,814,1504,1504,1504,2,3,6,1996,2,478,66,2009
120,NA,5814,8,5,1984,1984,1036,184,1220,1360,1360,1,1,4,1984,2,565,0,2009
80,NA,10784,7,5,1991,1992,0,384,384,802,1472,2,3,7,1991,2,402,0,2007
120,43,3013,7,5,2005,2005,16,1346,1362,1506,1506,2,2,6,2005,2,440,20,2006
20,60,7024,4,5,2005,2005,1024,108,1132,1132,1132,1,2,5,2005,2,451,64,2008
